GeneID	2_NPC_DMSO	2a_NPC_EPZ	4_NPC_DMSO	4a_NPC_EPZ	5_NPC_DMSO	5a_NPC_EPZ
ENSMUSG00000084505.1	0	0	0	0	0	0
ENSMUSG00000084506.1	0	0	0	0	0	0
ENSMUSG00000084507.1	0	0	0	0	0	0
ENSMUSG00000084508.1	0	0	0	0	0	0
ENSMUSG00000084511.1	0	0	0	0	0	0
ENSMUSG00000084512.1	0	0	0	0	0	0
ENSMUSG00000084513.1	0	0	0	0	0	0
ENSMUSG00000084514.1	0	0	0	0	0	0
ENSMUSG00000084515.1	0	0	0	0	0	0
ENSMUSG00000084516.1	0	0	0	0	0	0
ENSMUSG00000084517.1	0	0	0	0	0	0
ENSMUSG00000084518.1	0	0	0	0	0	0
ENSMUSG00000084519.1	0	0	0	0	0	0
ENSMUSG00000084521.1	0	0	0	0	0	0
ENSMUSG00000084522.1	0	0	0	0	0	0
ENSMUSG00000084523.1	0	0	0	0	0	0
ENSMUSG00000084524.1	0	0	0	0	0	0
ENSMUSG00000084526.1	1	1	2	6	1	4
ENSMUSG00000084527.1	0	0	0	0	0	0
ENSMUSG00000084530.2	0	0	0	0	0	0
ENSMUSG00000084531.1	0	0	0	0	0	0
ENSMUSG00000084532.1	0	0	0	0	0	0
ENSMUSG00000084535.1	0	0	0	0	0	0
ENSMUSG00000084536.1	0	0	0	0	0	0
ENSMUSG00000084537.1	1	0	3	3	0	3
ENSMUSG00000084539.1	0	0	0	0	0	0
ENSMUSG00000084540.1	0	0	0	0	0	0
ENSMUSG00000084541.1	0	0	0	1	1	0
ENSMUSG00000084543.1	0	0	0	0	0	0
ENSMUSG00000084544.1	4	8	3	8	2	3
ENSMUSG00000084545.1	5	1	3	0	2	2
ENSMUSG00000084546.1	0	0	0	0	0	0
ENSMUSG00000084547.1	0	0	0	0	0	0
ENSMUSG00000084548.1	0	0	0	0	0	0
ENSMUSG00000084549.1	0	0	0	0	0	0
ENSMUSG00000084550.1	0	0	0	0	0	0
ENSMUSG00000084551.1	0	0	0	0	0	0
ENSMUSG00000084552.1	0	0	0	0	0	0
ENSMUSG00000084555.1	2	0	0	2	0	0
ENSMUSG00000084557.1	6	8	9	17	12	6
ENSMUSG00000084558.1	2	0	0	1	0	0
ENSMUSG00000084559.1	0	0	0	0	0	0
ENSMUSG00000084560.1	0	0	0	0	0	0
ENSMUSG00000084562.1	0	0	0	0	1	0
ENSMUSG00000084564.1	0	0	0	0	0	0
ENSMUSG00000084565.1	0	0	0	0	0	0
ENSMUSG00000084566.1	0	0	0	0	0	0
ENSMUSG00000084567.1	0	0	0	0	0	0
ENSMUSG00000084568.1	0	0	0	0	0	0
ENSMUSG00000084569.1	0	0	0	0	0	0
ENSMUSG00000084571.1	0	0	0	0	0	0
ENSMUSG00000084572.1	0	0	0	2	0	0
ENSMUSG00000084573.1	0	0	0	0	0	0
ENSMUSG00000084574.1	0	0	0	0	0	0
ENSMUSG00000084575.1	0	0	0	0	0	0
ENSMUSG00000084576.1	0	0	0	0	0	0
ENSMUSG00000084579.1	0	0	0	0	0	0
ENSMUSG00000084581.1	0	0	0	0	0	0
ENSMUSG00000084582.1	0	0	0	0	0	0
ENSMUSG00000084583.1	0	0	0	0	0	0
ENSMUSG00000084584.1	0	0	0	0	0	0
ENSMUSG00000084587.1	1	0	0	0	0	1
ENSMUSG00000084588.1	0	0	0	0	0	0
ENSMUSG00000084589.1	0	0	0	0	0	0
ENSMUSG00000084590.1	0	0	0	0	0	0
ENSMUSG00000084591.1	0	0	0	0	0	0
ENSMUSG00000084592.1	85	123	74	130	61	78
ENSMUSG00000084593.1	0	0	0	0	0	0
ENSMUSG00000084595.1	0	0	0	0	0	0
ENSMUSG00000084596.1	0	0	0	0	0	0
ENSMUSG00000084597.1	0	0	0	0	0	0
ENSMUSG00000084598.1	0	0	0	0	0	0
ENSMUSG00000084599.1	0	0	0	0	0	0
ENSMUSG00000084600.1	1	0	0	0	0	0
ENSMUSG00000084601.1	4	3	8	12	4	2
ENSMUSG00000084602.1	0	0	0	0	0	0
ENSMUSG00000084603.1	3	1	0	0	0	0
ENSMUSG00000084604.1	0	0	0	0	0	0
ENSMUSG00000084605.1	0	0	0	0	0	0
ENSMUSG00000084606.1	0	0	0	0	0	0
ENSMUSG00000084607.1	17	17	21	19	18	23
ENSMUSG00000084608.1	0	0	0	0	0	0
ENSMUSG00000084609.2	0	0	0	0	0	0
ENSMUSG00000084610.1	0	0	0	0	0	0
ENSMUSG00000084611.1	0	1	0	0	2	3
ENSMUSG00000084612.1	0	0	0	0	0	0
ENSMUSG00000084613.1	0	0	0	0	0	0
ENSMUSG00000084616.1	16	24	25	35	22	23
ENSMUSG00000084617.1	0	0	0	0	0	0
ENSMUSG00000084619.1	0	0	0	0	0	0
ENSMUSG00000084620.1	0	0	0	0	0	0
ENSMUSG00000084621.1	0	0	0	0	0	0
ENSMUSG00000084622.1	0	0	0	0	0	0
ENSMUSG00000084624.1	7	6	3	11	2	4
ENSMUSG00000084625.1	0	0	1	1	0	0
ENSMUSG00000084627.1	0	0	0	0	0	0
ENSMUSG00000084628.1	0	3	1	1	1	0
ENSMUSG00000084629.1	0	0	0	0	0	0
ENSMUSG00000084630.1	0	0	0	0	0	0
ENSMUSG00000084631.1	0	0	0	0	0	0
ENSMUSG00000084632.1	7	16	1	3	6	2
ENSMUSG00000084633.1	0	0	0	0	0	0
ENSMUSG00000084635.1	0	0	0	0	0	0
ENSMUSG00000084636.1	0	0	0	0	0	0
ENSMUSG00000084637.1	0	0	0	0	0	0
ENSMUSG00000084638.1	0	0	0	0	0	0
ENSMUSG00000084639.1	0	0	0	0	0	0
ENSMUSG00000084640.1	0	0	0	0	0	0
ENSMUSG00000084641.1	0	0	0	0	0	0
ENSMUSG00000084642.1	0	0	0	0	0	0
ENSMUSG00000084643.1	0	0	0	0	0	0
ENSMUSG00000084644.1	9	13	11	15	4	2
ENSMUSG00000084645.1	0	0	0	0	0	0
ENSMUSG00000084646.1	0	0	0	0	0	0
ENSMUSG00000084647.1	0	0	0	0	0	0
ENSMUSG00000084648.1	4	1	0	2	1	2
ENSMUSG00000084649.1	0	0	0	0	0	0
ENSMUSG00000084650.1	0	0	0	0	0	0
ENSMUSG00000084651.1	0	0	0	0	3	0
ENSMUSG00000084652.1	0	0	0	0	0	0
ENSMUSG00000084653.1	0	0	0	0	0	0
ENSMUSG00000084654.1	0	0	0	0	0	0
ENSMUSG00000084658.1	0	3	0	1	0	0
ENSMUSG00000084659.1	0	0	0	0	0	0
ENSMUSG00000084660.1	0	0	0	0	0	0
ENSMUSG00000084661.1	0	0	0	0	0	0
ENSMUSG00000084663.1	0	0	0	0	0	0
ENSMUSG00000084664.1	3	5	1	1	5	4
ENSMUSG00000084665.1	0	0	0	0	0	0
ENSMUSG00000084666.1	0	0	0	0	0	0
ENSMUSG00000084667.1	0	0	0	0	0	0
ENSMUSG00000084668.1	0	0	0	0	0	0
ENSMUSG00000084669.1	0	0	0	0	0	0
ENSMUSG00000084671.1	0	0	0	0	0	0
ENSMUSG00000084673.1	0	0	0	0	0	0
ENSMUSG00000084674.1	2	1	0	3	0	0
ENSMUSG00000084675.1	0	0	0	0	0	0
ENSMUSG00000084678.1	0	0	0	0	0	0
ENSMUSG00000084682.1	0	0	0	0	0	0
ENSMUSG00000084683.1	0	0	0	0	0	0
ENSMUSG00000084684.1	0	0	0	0	0	0
ENSMUSG00000084686.1	30	26	27	53	20	20
ENSMUSG00000084688.1	0	0	0	0	0	0
ENSMUSG00000084689.1	0	0	0	0	0	0
ENSMUSG00000084690.1	0	0	0	0	0	0
ENSMUSG00000084691.1	0	0	0	0	0	0
ENSMUSG00000084693.1	0	1	0	1	1	2
ENSMUSG00000084694.1	2	1	0	2	2	2
ENSMUSG00000084696.1	0	0	0	0	0	0
ENSMUSG00000084700.1	0	0	0	0	0	0
ENSMUSG00000084701.1	0	3	0	0	1	3
ENSMUSG00000084702.1	0	0	0	0	0	0
ENSMUSG00000084703.1	0	0	0	0	0	0
ENSMUSG00000084704.1	0	0	0	0	0	0
ENSMUSG00000084705.1	0	0	0	0	0	0
ENSMUSG00000084706.1	0	0	0	0	0	0
ENSMUSG00000084708.1	0	0	0	0	0	0
ENSMUSG00000084710.1	0	0	0	0	0	0
ENSMUSG00000084711.1	7	1	1	1	0	1
ENSMUSG00000084713.2	0	0	0	0	0	0
ENSMUSG00000084714.1	0	0	0	0	0	0
ENSMUSG00000084717.1	0	0	1	0	0	2
ENSMUSG00000084718.1	0	0	0	0	0	0
ENSMUSG00000084719.1	0	0	0	0	0	0
ENSMUSG00000084722.1	0	0	0	0	0	0
ENSMUSG00000084725.2	0	0	0	0	0	0
ENSMUSG00000084728.1	2	2	0	4	3	0
ENSMUSG00000084729.1	13	15	5	6	6	6
ENSMUSG00000084731.1	0	0	0	0	0	0
ENSMUSG00000084732.1	0	0	0	0	0	0
ENSMUSG00000084733.1	0	0	0	0	0	0
ENSMUSG00000084734.1	0	0	0	0	0	0
ENSMUSG00000084737.1	0	3	0	0	0	1
ENSMUSG00000084738.2	0	0	0	0	0	0
ENSMUSG00000084739.1	0	3	0	1	2	4
ENSMUSG00000084740.1	0	0	0	0	0	0
ENSMUSG00000084741.1	0	0	0	0	0	0
ENSMUSG00000084742.1	0	0	0	0	0	0
ENSMUSG00000084743.1	0	0	0	0	0	0
ENSMUSG00000084744.1	14	10	6	6	2	9
ENSMUSG00000084745.1	1	0	1	1	0	0
ENSMUSG00000084746.1	0	0	0	0	0	0
ENSMUSG00000084747.1	0	0	0	0	0	0
ENSMUSG00000084748.1	0	0	0	0	0	0
ENSMUSG00000084749.1	0	0	0	0	0	0
ENSMUSG00000084750.1	0	0	0	0	0	0
ENSMUSG00000084751.1	0	0	0	0	0	0
ENSMUSG00000084752.1	0	0	0	0	0	0
ENSMUSG00000084753.1	0	0	0	0	0	0
ENSMUSG00000084754.1	6	5	2	6	1	0
ENSMUSG00000084755.1	1	2	2	1	0	2
ENSMUSG00000084756.1	0	1	0	4	0	3
ENSMUSG00000084757.7	4	2	1	5	1	1
ENSMUSG00000084758.1	1	1	1	8	0	1
ENSMUSG00000084760.1	0	0	0	0	0	0
ENSMUSG00000084761.1	20	40	18	37	20	34
ENSMUSG00000084762.1	199	306	101	114	24	29
ENSMUSG00000084764.1	1	0	0	0	0	0
ENSMUSG00000084766.1	3	2	0	1	2	1
ENSMUSG00000084768.2	4	2	0	0	0	1
ENSMUSG00000084769.1	1	1	0	1	0	2
ENSMUSG00000084771.8	45	65	34	60	34	25
ENSMUSG00000084772.1	3	5	6	9	6	3
ENSMUSG00000084773.1	0	0	0	0	0	0
ENSMUSG00000084774.1	0	0	0	0	0	0
ENSMUSG00000084775.2	4	3	2	8	0	0
ENSMUSG00000084776.1	0	0	0	0	0	0
ENSMUSG00000084780.7	0	1	2	5	0	1
ENSMUSG00000084781.1	6	11	11	15	5	10
ENSMUSG00000084782.2	0	0	0	1	0	0
ENSMUSG00000084783.1	2	2	5	12	0	0
ENSMUSG00000084785.1	1	1	0	1	0	1
ENSMUSG00000084786.9	10194	12057	8627	13429	8865	10783
ENSMUSG00000084787.1	0	2	0	0	0	0
ENSMUSG00000084788.2	5	4	0	0	1	0
ENSMUSG00000084789.1	2	6	1	4	3	2
ENSMUSG00000084790.1	473	624	511	664	503	547
ENSMUSG00000084791.1	1	0	0	2	1	0
ENSMUSG00000084792.1	60	56	51	66	60	87
ENSMUSG00000084793.1	0	0	0	0	0	0
ENSMUSG00000084794.1	2	2	1	1	0	0
ENSMUSG00000084795.1	0	0	0	1	0	0
ENSMUSG00000084796.1	12	0	7	6	4	1
ENSMUSG00000084797.1	4	8	20	25	1	5
ENSMUSG00000084798.1	0	0	0	0	1	0
ENSMUSG00000084799.7	439	476	369	517	340	419
ENSMUSG00000084800.1	0	0	0	1	0	0
ENSMUSG00000084802.1	10	14	4	12	6	6
ENSMUSG00000084803.8	9	11	24	36	2	0
ENSMUSG00000084804.1	0	0	0	0	0	0
ENSMUSG00000084805.1	0	0	0	0	0	0
ENSMUSG00000084806.1	0	0	1	0	0	1
ENSMUSG00000084807.1	0	10	4	3	2	1
ENSMUSG00000084808.7	127	129	134	145	69	82
ENSMUSG00000084809.1	21	23	20	23	8	20
ENSMUSG00000084811.2	0	1	0	0	0	2
ENSMUSG00000084816.1	1	0	0	0	0	0
ENSMUSG00000084817.3	174	205	179	345	128	159
ENSMUSG00000084818.1	0	0	0	0	0	0
ENSMUSG00000084819.1	0	0	0	0	0	0
ENSMUSG00000084821.1	0	3	7	13	1	2
ENSMUSG00000084822.1	0	1	0	2	0	1
ENSMUSG00000084823.2	1	0	0	2	2	0
ENSMUSG00000084824.1	2	1	1	7	0	0
ENSMUSG00000084825.1	2	2	2	0	0	0
ENSMUSG00000084826.7	2	4	1	2	2	0
ENSMUSG00000084828.1	7	16	13	25	11	18
ENSMUSG00000084829.7	2	0	0	0	0	0
ENSMUSG00000084830.2	130	166	116	186	137	144
ENSMUSG00000084831.1	1	0	0	0	0	0
ENSMUSG00000084833.1	0	0	0	0	0	0
ENSMUSG00000084834.1	0	0	1	0	0	0
ENSMUSG00000084835.1	18	26	28	28	27	23
ENSMUSG00000084836.1	4	1	0	1	0	2
ENSMUSG00000084837.1	0	1	1	1	0	0
ENSMUSG00000084838.3	169	230	117	220	130	143
ENSMUSG00000084839.1	1	2	0	0	0	0
ENSMUSG00000084840.1	1	29	7	21	5	27
ENSMUSG00000084842.3	3	5	5	4	4	1
ENSMUSG00000084843.1	89	119	57	133	54	108
ENSMUSG00000084844.3	713	579	1126	1038	1011	676
ENSMUSG00000084845.9	1278	1817	983	1867	1318	1524
ENSMUSG00000084846.1	378	537	492	678	395	434
ENSMUSG00000084847.7	1	2	0	1	1	1
ENSMUSG00000084848.1	1	0	0	0	0	0
ENSMUSG00000084849.1	1	1	1	8	6	9
ENSMUSG00000084850.1	0	0	1	0	0	0
ENSMUSG00000084851.1	0	0	1	2	0	1
ENSMUSG00000084852.1	0	0	0	0	0	0
ENSMUSG00000084853.1	0	0	0	0	0	0
ENSMUSG00000084854.1	1	6	2	1	2	0
ENSMUSG00000084855.2	1	2	5	5	3	6
ENSMUSG00000084856.1	1	1	0	0	0	0
ENSMUSG00000084858.1	0	0	0	1	0	0
ENSMUSG00000084859.7	0	0	0	0	0	0
ENSMUSG00000084860.1	0	1	1	0	0	0
ENSMUSG00000084861.1	1	0	0	0	0	0
ENSMUSG00000084862.1	14	19	14	20	5	9
ENSMUSG00000084863.1	1	0	0	0	1	0
ENSMUSG00000084864.1	8	10	4	8	3	3
ENSMUSG00000084865.1	44	50	14	25	13	34
ENSMUSG00000084866.2	176	284	225	339	219	279
ENSMUSG00000084869.1	2	0	5	1	1	2
ENSMUSG00000084870.1	0	0	0	0	0	0
ENSMUSG00000084871.1	0	0	0	0	0	0
ENSMUSG00000084873.3	3	7	3	8	6	13
ENSMUSG00000084874.4	17	21	20	19	14	9
ENSMUSG00000084875.2	0	0	0	0	0	0
ENSMUSG00000084876.7	12	18	10	9	6	14
ENSMUSG00000084878.1	0	0	0	0	0	0
ENSMUSG00000084880.1	80	107	73	141	105	99
ENSMUSG00000084883.2	7558	9347	7571	9309	9952	10814
ENSMUSG00000084884.1	0	0	0	3	0	0
ENSMUSG00000084885.7	345	340	293	370	275	314
ENSMUSG00000084887.1	3	3	1	5	1	2
ENSMUSG00000084889.1	0	0	0	0	0	0
ENSMUSG00000084890.1	11	17	6	28	7	3
ENSMUSG00000084891.1	5	11	6	23	3	6
ENSMUSG00000084892.1	0	0	0	1	2	0
ENSMUSG00000084893.3	0	0	0	0	0	0
ENSMUSG00000084895.1	0	0	0	0	0	0
ENSMUSG00000084896.1	0	0	0	0	0	0
ENSMUSG00000084897.1	92	71	99	42	7	13
ENSMUSG00000084898.1	115	141	45	64	45	74
ENSMUSG00000084899.1	62	64	107	115	82	63
ENSMUSG00000084901.6	0	0	1	0	0	0
ENSMUSG00000084902.2	25	37	8	8	2	3
ENSMUSG00000084904.1	493	640	592	1173	620	638
ENSMUSG00000084905.1	0	0	0	0	0	0
ENSMUSG00000084906.1	1	0	1	0	1	0
ENSMUSG00000084907.1	0	0	0	1	0	0
ENSMUSG00000084908.2	0	1	1	2	1	0
ENSMUSG00000084909.1	2	0	1	2	1	0
ENSMUSG00000084910.1	556	632	520	553	324	398
ENSMUSG00000084911.1	1	0	0	1	4	1
ENSMUSG00000084913.3	0	1	0	0	0	0
ENSMUSG00000084915.2	270	347	216	413	185	247
ENSMUSG00000084916.1	0	0	0	0	0	0
ENSMUSG00000084917.3	5	2	0	0	2	1
ENSMUSG00000084918.1	0	0	0	0	0	0
ENSMUSG00000084919.1	6	8	3	6	0	2
ENSMUSG00000084920.1	0	0	0	0	0	0
ENSMUSG00000084921.1	0	1	0	2	0	0
ENSMUSG00000084923.1	0	0	0	0	0	0
ENSMUSG00000084924.3	0	0	0	0	0	0
ENSMUSG00000084925.8	30	72	25	72	35	49
ENSMUSG00000084927.1	5	3	5	1	0	0
ENSMUSG00000084929.1	1	0	0	4	1	0
ENSMUSG00000084930.1	6	4	3	8	8	5
ENSMUSG00000084932.1	5	6	1	5	3	5
ENSMUSG00000084933.1	0	1	1	1	0	0
ENSMUSG00000084934.1	3	0	3	2	0	1
ENSMUSG00000084935.1	0	0	0	0	1	0
ENSMUSG00000084936.1	61	77	34	69	37	39
ENSMUSG00000084937.1	0	0	0	1	0	0
ENSMUSG00000084938.1	10	11	16	13	9	15
ENSMUSG00000084939.2	1	0	1	4	0	3
ENSMUSG00000084940.2	0	0	0	0	1	0
ENSMUSG00000084941.1	298	311	353	572	398	407
ENSMUSG00000084942.1	0	0	0	0	2	0
ENSMUSG00000084944.1	0	0	0	0	0	0
ENSMUSG00000084945.1	1	1	2	7	0	4
ENSMUSG00000084946.2	9	10	2	7	3	3
ENSMUSG00000084947.1	0	0	0	0	0	0
ENSMUSG00000084948.1	0	0	0	0	0	0
ENSMUSG00000084949.1	0	0	0	0	0	0
ENSMUSG00000084950.7	521	650	544	808	483	480
ENSMUSG00000084951.1	3	3	0	4	2	0
ENSMUSG00000084954.2	0	0	0	0	0	0
ENSMUSG00000084955.1	0	0	0	0	0	0
ENSMUSG00000084956.7	0	0	0	0	0	0
ENSMUSG00000084957.2	3827	4480	3619	5159	3674	4531
ENSMUSG00000084959.1	0	0	0	0	0	0
ENSMUSG00000084960.1	0	0	3	5	0	4
ENSMUSG00000084962.1	0	0	0	0	0	0
ENSMUSG00000084963.1	0	0	0	0	0	0
ENSMUSG00000084964.2	4	4	1	3	2	2
ENSMUSG00000084965.1	0	3	0	1	0	0
ENSMUSG00000084966.1	2	0	13	9	3	7
ENSMUSG00000084967.1	12	18	11	18	19	29
ENSMUSG00000084968.1	138	181	106	92	113	130
ENSMUSG00000084969.1	2	1	3	1	0	2
ENSMUSG00000084970.1	1	0	1	1	0	0
ENSMUSG00000084971.1	0	0	0	0	0	0
ENSMUSG00000084973.2	4	2	0	6	1	0
ENSMUSG00000084974.1	5	5	4	3	12	5
ENSMUSG00000084978.1	0	0	0	0	0	0
ENSMUSG00000084979.1	0	0	0	0	0	0
ENSMUSG00000084980.1	0	2	0	1	0	0
ENSMUSG00000084981.7	0	1	1	0	3	0
ENSMUSG00000084982.1	0	0	0	0	0	0
ENSMUSG00000084983.7	0	0	0	0	0	0
ENSMUSG00000084984.8	0	1	0	0	0	0
ENSMUSG00000084985.1	8	13	3	2	2	4
ENSMUSG00000084986.1	1	0	0	2	0	0
ENSMUSG00000084987.1	0	1	1	1	0	0
ENSMUSG00000084989.3	22	30	27	47	1	3
ENSMUSG00000084990.1	2	1	0	0	1	0
ENSMUSG00000084991.1	0	0	0	0	0	0
ENSMUSG00000084992.1	0	1	0	0	0	0
ENSMUSG00000084993.1	1	1	2	1	0	1
ENSMUSG00000084995.8	0	0	0	0	0	0
ENSMUSG00000084996.1	4	2	0	3	2	1
ENSMUSG00000084997.7	1	0	0	2	1	0
ENSMUSG00000084998.1	13	17	19	29	14	16
ENSMUSG00000084999.2	9	8	5	3	0	1
ENSMUSG00000085000.1	1	0	0	0	0	0
ENSMUSG00000085001.1	1	0	0	0	0	0
ENSMUSG00000085002.1	0	0	0	1	0	0
ENSMUSG00000085003.1	0	0	0	0	0	0
ENSMUSG00000085004.2	0	0	0	0	0	0
ENSMUSG00000085006.7	19	32	101	169	24	25
ENSMUSG00000085007.2	20	54	43	24	33	72
ENSMUSG00000085008.1	0	0	0	1	0	0
ENSMUSG00000085009.1	0	0	0	0	0	0
ENSMUSG00000085010.1	5	5	10	11	4	5
ENSMUSG00000085012.1	19	8	11	24	14	19
ENSMUSG00000085014.1	1	4	3	5	4	5
ENSMUSG00000085015.1	40	54	43	42	99	72
ENSMUSG00000085016.1	120	209	206	272	145	202
ENSMUSG00000085017.1	0	0	0	0	0	0
ENSMUSG00000085019.2	0	0	0	3	0	0
ENSMUSG00000085020.1	0	0	0	2	0	0
ENSMUSG00000085021.1	0	0	0	0	0	0
ENSMUSG00000085022.2	1	2	0	0	0	0
ENSMUSG00000085023.1	5	9	1	2	3	6
ENSMUSG00000085024.1	201	239	247	339	173	210
ENSMUSG00000085025.1	8	14	13	13	2	5
ENSMUSG00000085026.1	1	0	1	4	0	1
ENSMUSG00000085027.1	1	0	0	0	0	0
ENSMUSG00000085028.2	962	1469	1295	2195	1202	1115
ENSMUSG00000085029.1	15	7	6	4	4	4
ENSMUSG00000085030.1	57	57	70	106	53	65
ENSMUSG00000085032.1	2	0	0	0	0	0
ENSMUSG00000085033.1	8	3	4	3	0	5
ENSMUSG00000085034.1	1	0	0	0	0	0
ENSMUSG00000085035.1	91	77	31	21	9	6
ENSMUSG00000085036.1	0	0	0	0	0	0
ENSMUSG00000085037.1	552	592	535	793	481	553
ENSMUSG00000085039.2	189	235	173	297	165	170
ENSMUSG00000085041.1	4	8	0	1	1	2
ENSMUSG00000085042.8	24	24	53	44	39	50
ENSMUSG00000085043.1	6	6	3	12	4	1
ENSMUSG00000085044.1	6	6	7	16	13	30
ENSMUSG00000085046.1	0	0	0	0	0	2
ENSMUSG00000085047.1	0	0	0	0	0	0
ENSMUSG00000085048.1	1	1	0	0	0	0
ENSMUSG00000085049.1	5	9	6	5	1	0
ENSMUSG00000085051.1	9	19	6	14	4	6
ENSMUSG00000085053.1	0	1	0	0	0	0
ENSMUSG00000085054.2	92	120	93	128	67	70
ENSMUSG00000085055.1	1	3	3	4	3	0
ENSMUSG00000085057.7	3	17	7	12	11	12
ENSMUSG00000085058.2	8	6	9	10	1	4
ENSMUSG00000085059.1	1	0	1	1	0	0
ENSMUSG00000085060.1	0	1	0	2	0	0
ENSMUSG00000085063.1	12	20	20	25	16	12
ENSMUSG00000085066.2	0	0	0	0	0	0
ENSMUSG00000085067.2	58	80	23	60	48	81
ENSMUSG00000085068.1	1	1	0	4	0	0
ENSMUSG00000085069.2	61	60	81	48	91	100
ENSMUSG00000085070.1	0	0	0	0	0	0
ENSMUSG00000085071.1	77	135	68	93	66	83
ENSMUSG00000085072.1	0	9	3	3	2	3
ENSMUSG00000085073.3	0	0	0	0	0	0
ENSMUSG00000085074.1	0	0	0	0	0	0
ENSMUSG00000085075.1	0	0	0	0	0	0
ENSMUSG00000085077.1	0	0	0	0	0	0
ENSMUSG00000085078.1	1	0	3	10	1	1
ENSMUSG00000085079.3	0	0	0	1	0	1
ENSMUSG00000085080.1	3	1	0	0	0	0
ENSMUSG00000085081.1	0	1	0	2	0	0
ENSMUSG00000085082.1	0	0	0	0	0	0
ENSMUSG00000085083.1	5	6	5	6	0	3
ENSMUSG00000085084.7	441	592	323	480	301	363
ENSMUSG00000085085.2	93	129	128	244	98	132
ENSMUSG00000085087.1	0	0	0	0	0	0
ENSMUSG00000085088.1	0	0	0	0	0	0
ENSMUSG00000085089.1	0	0	0	0	0	0
ENSMUSG00000085090.1	0	0	0	1	0	0
ENSMUSG00000085091.1	2	0	0	1	0	2
ENSMUSG00000085093.1	50	55	44	53	44	42
ENSMUSG00000085094.2	0	0	0	0	0	0
ENSMUSG00000085095.2	1	1	1	1	0	3
ENSMUSG00000085097.1	1	2	0	1	2	2
ENSMUSG00000085099.1	12	11	9	7	7	5
ENSMUSG00000085100.1	0	2	0	1	0	0
ENSMUSG00000085101.7	55	29	28	10	4	5
ENSMUSG00000085102.1	1	10	5	13	5	5
ENSMUSG00000085103.3	2	2	0	1	0	0
ENSMUSG00000085104.1	0	0	0	0	0	0
ENSMUSG00000085105.2	152	192	156	163	155	203
ENSMUSG00000085106.1	2	5	0	1	0	0
ENSMUSG00000085107.3	0	1	1	12	0	0
ENSMUSG00000085108.1	0	0	0	0	0	0
ENSMUSG00000085109.1	0	3	2	3	2	1
ENSMUSG00000085110.1	0	0	0	0	0	0
ENSMUSG00000085111.3	21	19	17	28	16	26
ENSMUSG00000085112.1	28	37	24	37	20	30
ENSMUSG00000085113.1	6	7	2	3	6	2
ENSMUSG00000085114.1	8	15	157	204	34	33
ENSMUSG00000085115.1	0	0	0	0	0	0
ENSMUSG00000085116.1	0	0	0	1	0	0
ENSMUSG00000085118.2	0	0	0	0	0	0
ENSMUSG00000085120.1	5	6	1	1	3	4
ENSMUSG00000085121.2	0	0	1	0	0	0
ENSMUSG00000085122.1	0	0	0	1	0	1
ENSMUSG00000085123.2	2	18	4	17	5	8
ENSMUSG00000085124.1	5	3	4	1	1	0
ENSMUSG00000085125.7	6	12	2	9	1	2
ENSMUSG00000085126.1	114	162	57	126	42	39
ENSMUSG00000085127.1	0	0	0	0	0	0
ENSMUSG00000085129.1	0	0	0	1	0	1
ENSMUSG00000085130.1	3	6	1	2	1	0
ENSMUSG00000085132.1	3	0	0	0	1	0
ENSMUSG00000085133.2	2690	3196	2277	3468	2587	2868
ENSMUSG00000085134.1	0	1	0	1	0	0
ENSMUSG00000085135.7	8	7	8	15	3	6
ENSMUSG00000085139.1	5	9	19	50	23	40
ENSMUSG00000085141.1	2	8	0	4	0	1
ENSMUSG00000085142.1	0	0	0	0	0	0
ENSMUSG00000085143.1	9	9	9	19	12	13
ENSMUSG00000085145.1	0	0	0	0	0	0
ENSMUSG00000085146.1	4	4	2	4	0	1
ENSMUSG00000085147.1	2	9	6	6	0	0
ENSMUSG00000085148.1	479	506	958	1218	328	390
ENSMUSG00000085150.1	0	0	0	1	0	0
ENSMUSG00000085151.7	39	68	29	67	20	33
ENSMUSG00000085152.1	7	21	7	16	2	3
ENSMUSG00000085154.7	159	167	127	168	126	152
ENSMUSG00000085155.3	0	0	0	1	1	0
ENSMUSG00000085156.7	895	838	1054	1153	433	355
ENSMUSG00000085157.1	0	0	0	0	0	0
ENSMUSG00000085158.1	14	11	14	10	10	15
ENSMUSG00000085160.1	2	4	1	0	4	2
ENSMUSG00000085161.1	0	0	0	0	0	0
ENSMUSG00000085162.7	0	2	1	1	0	2
ENSMUSG00000085165.1	24	19	26	33	19	22
ENSMUSG00000085166.1	1	2	1	2	0	2
ENSMUSG00000085167.1	218	315	116	232	98	99
ENSMUSG00000085168.2	1	2	0	1	2	1
ENSMUSG00000085169.2	39	73	55	64	41	53
ENSMUSG00000085170.1	0	0	0	6	1	1
ENSMUSG00000085171.7	0	0	0	0	0	0
ENSMUSG00000085172.1	140	160	115	140	110	125
ENSMUSG00000085173.1	0	0	1	0	0	1
ENSMUSG00000085174.1	0	1	3	2	3	4
ENSMUSG00000085175.7	108	118	118	170	77	93
ENSMUSG00000085176.1	1	2	1	18	2	2
ENSMUSG00000085177.1	0	0	0	0	0	0
ENSMUSG00000085178.1	17	5	11	10	22	17
ENSMUSG00000085179.1	4	3	3	4	3	2
ENSMUSG00000085180.1	10	14	18	27	9	9
ENSMUSG00000085181.1	0	0	0	0	1	0
